客户等级,主叫次数,被叫次数,通话时长,费用,流失
1,0.532846715,0.45625,1.272880428,2.12931322,1
1,1.1952,2.008064516,2.076052803,0.603349191,1
1,0.771428571,0.228813559,0.345330161,0.328635958,1
1,0.462068966,0.817073171,0.530786497,0.891515341,1
1,0.946721312,1.542116631,1.272936102,1.32796604,1
2,2.455205811,0.665245203,0.993094018,0.787522983,1
1,0,0.643410853,0.207570933,0.20137322,1
1,0.674311927,0.420525657,0.647831579,0.571711713,1
2,1.314782609,0,0.738495697,1.146258553,1
1,0.403614458,0.980487805,0.699797844,2.466766359,1
1,0.315196998,0,0.050996118,0.07764657,1
1,0.779342723,0.178111588,0.458757149,1.351731626,1
3,0.758807588,0.321839081,1.282849767,0.873544242,1
1,0.244635193,0,0.005455903,0,1
1,0.761904762,0.307692308,0.521889239,0.473923622,1
1,0,0.253435115,0.045339945,0.087660169,1
1,1.270801815,0.756756757,1.408951484,0.515333151,1
2,1.730501931,2.167254764,1.777668615,2.426024496,1
1,0.183222958,0,0.06856246,0.072503858,1
2,0.184615385,0.357573608,0.380393298,0.363087868,1
1,5.327702703,0.546052632,2.372081956,4.246782395,1
3,0.553974315,0.191017624,0.788751336,2.041754452,1
1,0.627599244,0.918819188,0.952437128,0.40311436,1
1,1.057142857,0.654867257,0.172897196,0.402593281,1
1,3.6875,0,0.045912516,0,1
1,0,0.224376731,0.163834952,0.166142486,1
1,0.696275072,0.80730897,1.313295999,1.551724138,1
1,1.297741273,1.537712895,1.281457371,1.279088225,1
1,0.565217391,0,0.259767687,0.123235728,1
2,0.252,0.403141361,0.391404066,0.503674907,1
1,0,0.122541604,0.078012505,0.103977792,1
2,0.218181818,0.679646018,0.162148333,0.222293233,1
2,1.048973144,0.616336634,0.741369088,0.760166962,1
1,2.837837838,0.31512605,1.21990639,4.03033198,1
1,1.21875,0.787878788,0.293029808,0.479523085,1
1,0.900775194,0.622188906,0.623736501,0.64198895,1
1,0.506097561,1.014256619,0.565350194,0.507793941,1
1,0.4125,1.885714286,1.299290497,2.009718627,1
1,0.935483871,2.942028986,2.722784298,0.997992544,1
1,0,0.534979424,2.100133511,1.214388368,1
2,0.329166667,0,0.641213748,0.02894087,1
1,0.301158301,1.278688525,0.205731146,0.402534476,1
1,0.173333333,0,0.273697549,0.570655326,1
1,0.776699029,0.918367347,0.598364933,0.532845231,1
1,0.245398773,0.173913044,0.306022228,0.187657387,1
2,1.221374046,0.373831776,0.504485127,0.248138958,1
2,0.233918129,0.277777778,0.470387281,0.590504477,1
1,0.214650767,0.486674392,0.232922535,0.520761838,1
2,0.32,0,0.024964089,0.121223459,1
1,2.518771331,0.543046358,0.873820308,0.789281998,1
1,0.315175097,0,0.208115128,0.192475248,1
1,0.861702128,0.397058824,0.037722142,0.026482272,1
4,0.500603136,0.588652482,0.150936916,0.056381267,1
1,0.797843666,0.427745665,0.79459137,0.817602996,1
2,0,0.071211463,0.139265943,0.103494926,1
2,0.258899676,0.466472303,0.226628895,0.371621043,1
1,0.339622642,0,0.61914164,0.375815572,1
1,0.556097561,1.30472103,2.059648412,1.207246631,1
1,0.861702128,0.125972006,0.102074656,0.047611584,1
1,0.145522388,0,3.968751659,9.535651026,1
2,1.810945274,0,0.60519248,0.876568646,1
1,0,0.288732394,0.111254171,0.110666247,1
3,0.255717256,0,0.220069385,0.128890286,1
2,0.213309025,0,0.157025381,0.078051078,1
2,0.052401747,0.036890646,0.048430377,0.044971998,1
2,0.913043478,0.24522293,0.519365412,0.982512609,1
2,0.512542373,0.290657439,0.161736571,0.212344639,1
1,0.20959596,0.175105485,0.087789598,0.140487475,1
1,0.388888889,0,0.044142741,0,1
1,1.817475728,2.180124224,2.361871451,4.409069212,1
1,1.022727273,0.9375,0.862213381,1.104673998,1
2,0.593908629,0.3046875,0.090391301,0.34356244,1
1,0,0.549019608,0.115768139,0.183204109,1
1,0.248484849,0,0.138199821,0,1
1,0.216802168,0.511182109,0.353654887,0.280603297,1
1,0.58761062,0.204433498,0.608870727,0.518870109,1
1,0.823728814,1.629310345,0.890049793,1.520520793,1
1,0.233918129,0.610687023,0.259264975,1.060562395,1
1,0.216901409,0,0.063829179,0.201149425,1
2,0.082858623,0,0.048831729,0.041296006,1
1,0,0.192941177,0.059370993,0.051865908,1
2,0.205583756,0,0.030790497,0.068707146,1
1,1.021276596,0.49689441,0.393870232,0.58506262,1
2,0.33877551,0,0.029693761,0.094383663,1
2,0.667560322,1.142753623,1.771143305,2.254109718,1
1,0,0.684782609,0.23178808,0.25066313,1
2,0.197222222,0,0.0164496,0.043765025,1
1,0,0.280821918,0.042078855,0.079703914,1
1,0.246428571,0,0.178286198,0.13163752,1
1,0.270042194,0,0.215141437,0,1
1,0,0.380697051,0.485474385,0.337025317,1
2,0,0.116809117,0.11389502,0.189015721,1
2,0,0.973913044,2.187063608,1.335961,1
2,0.839779006,0,0.62774071,0.667352397,1
1,2.146551724,2.576797386,2.217518604,2.269103404,1
1,0,0.541284404,0.405560223,0.804911323,1
2,0,0.41813602,0.349624372,0.212442117,1
1,0,0.390804598,0.153594771,0.119741734,1
1,1.129411765,0.31372549,0.404749056,0.181192406,1
3,0.292490119,0,0.351024403,0.358007293,1
2,0.217821782,0.114074074,0.119880028,0.102039126,1
1,0,0.189119171,0.097459341,0.138265278,1
1,0.653696498,0.355932203,0.431113621,0.448801125,1
1,0.312138728,0,1.007535991,0.99989713,1
2,0.346733668,0,0.050363602,0.071258907,1
1,1.201581028,1.325581395,3.70795107,5.705569428,1
2,0.321083172,0.732352941,0.219271727,0.197243346,1
1,0.111782477,0,0.008253862,0,1
2,1.583710407,1.065989848,1.991421318,1.797870574,1
1,0.288808664,1.684210526,0.739495798,0.74632221,1
1,0,0.577777778,0.074610858,0.036603488,1
1,1.073684211,1.133333333,0.595229053,0.518390741,1
1,0.23125,0,0.019868196,0,1
1,0.587301587,0,0.255050639,0,1
2,0.13592233,0.095346198,0.067188719,0.248883696,1
2,0.450980392,0.683168317,0.444874275,0.394404662,1
2,0,0.928478544,0.693225917,0.584207147,1
1,4.858895706,2.426966292,3.9,2.824623432,1
2,0.202192448,0.274380165,0.207034944,0.046306628,1
3,0.144536352,0,0.095816431,0.217956989,1
1,0.299065421,0,0.073566895,0.331274631,1
1,0.818181818,0,0.143923241,0,1
1,0.367441861,0,0.115049081,0.140493903,1
1,0.193995381,0.24137931,0.509544723,0.973520733,1
2,0,0.342298289,0.167670756,0.156808084,1
1,0.156716418,0,0.037140331,0,1
1,0.239130435,0,0.004500634,0.039477462,1
1,1.394957983,0.988095238,0.78157483,1.163637033,1
1,0.512110727,0,0.058853605,0,1
4,0.5,0.68329718,0.510133678,0.498753117,1
1,3,1.35483871,3.147014551,6.440840841,1
1,0.222891566,0,0.035007096,0,1
2,0.278761062,0,0.386109682,0.419510571,1
3,0.701902748,0.447439353,0.241560121,0.050016048,1
2,1.525423729,1.834951456,1.396820016,1.440901535,1
1,0,0.389189189,0.284154187,0.203634307,1
3,0.051302932,0,0.002318281,0.006406459,1
1,0.567567568,0.795454546,0.392176756,0.495547934,1
2,0.583333333,0,0.096933729,0.122197721,1
1,0.82,0,0.823586587,0.963731521,1
1,0.259659969,0,0.420432921,0.379439792,1
2,0,0.142774231,0.075062226,0.086388002,1
4,0.97542735,1.299412916,1.003952949,0.888826989,1
1,0.24789916,0,0.061755576,0,1
1,0,0.137479542,0.037194551,0.046424682,1
1,1.07826087,0,0.096049574,0.28115016,1
1,0.842105263,1.855072464,2.228106948,1.476158794,1
2,2.751724138,3.717391304,3.678968655,2.458677145,1
1,0,0.8625,0.081816096,0.327220185,1
2,0,0.957264957,0.446797646,0.675377199,1
1,0.695652174,0,0.119655341,0.350116503,1
2,0.158333333,0,0.161730218,0.234301636,1
2,1.603960396,0,1.174298085,2.152643805,1
1,0.782608696,0,0.080734895,0,1
2,0,0.399049881,0.27482324,0.381933329,1
1,0,0.333333333,0.534036702,0.262887147,1
2,0,0.334951456,0.126779103,0.112935785,1
1,0.115879828,0,0.016847823,0,1
1,0.200238379,0,0.076644556,0.101554404,1
2,0.125516529,0,0.397847148,0.358274972,1
1,0.110381078,0,0.05355325,0.0622349,1
2,0.88372093,1.029810298,0.555956178,0.709009353,1
1,0,0.299638989,0.122738344,0.1042408,1
2,0.602977668,0,0.338991084,0.243610961,1
1,0.872727273,2.406015038,0.959146628,0.947921919,1
1,1.29787234,1.326086957,1.43131071,1.177931035,1
1,0.232686981,0,0.073520731,0,1
1,0.172268908,0.11884058,0.138801095,0.126424524,1
1,0.32195122,0,0.064323007,0,1
2,0.377959927,0.671792796,0.409710672,0.474768996,1
1,0.517985612,0,0.028476185,0.10837389,1
1,0.449848024,0.845714286,0.219640038,0.123715876,1
2,0,0.040307102,0.070196199,0.2350469,1
2,0.614934114,0.730434783,0.703748102,1.214768123,1
2,0,0.875,0.088126525,0.19582702,1
1,0.3828125,0,0.074051027,0.038909476,1
1,0.149193548,0,0.100333897,0.087847383,1
1,1.627906977,0,0.191049291,0.113432836,1
1,0.537313433,0.773869347,0.497645614,0.449863263,1
1,0,0.233285918,0.109927368,0.105139234,1
1,0.298181818,0,0.357688113,0.307942668,1
2,0.364640884,0.992481203,0.217462933,0.275448742,1
1,5.285714286,1.180851064,1.281457326,2.361491016,1
2,0,0.413436693,0.132018787,0.189431311,1
2,0,0.383783784,0.112975553,0.171104952,1
1,0.352447552,0.215384615,0.354015453,1.09949428,1
1,0.229822161,0,0.023942265,0.097982037,1
2,0.064685315,0,0.008656321,0,1
1,0.962962963,0,0.110705596,0.14075188,1
2,0.102314251,0.50501002,0.240208129,0.161311325,1
1,1.085972851,0.599250936,0.200387416,0.502433663,1
1,0,0.102874433,0.0070041,0.04684271,1
2,0,1.333333333,0.053693152,0.371561535,1
1,0,0.318965517,0.147084193,0.128466353,1
1,0.969230769,0.761904762,0.468257625,0.484023049,1
2,0.476093591,0.28960396,0.165854246,0.195100851,1
2,0,0.1925,0.039358136,0.098699964,1
1,0.717647059,0.635416667,0.928115531,2.44361744,1
1,0.56462585,2.045174538,1.388672889,1.166098877,1
1,0.25308642,0,0.034854419,0,1
2,1.539923954,0.758782201,1.50702674,0.974203716,1
1,0.147005445,0,0.105731577,0.037337943,1
1,0.161202186,0,0.036094212,0.043002916,1
1,0.8375,2.961325967,1.708766035,2.79009083,1
1,0.378504673,0,0.036197522,0,1
1,0,0.431654676,0.320596729,0.356433525,1
1,0.373831776,0,0.274363532,0,1
2,1.565217391,1.792,2.013739975,1.664930964,1
1,1.037974684,0,0.365035938,0.215135098,1
1,0.4375,0.479315264,0.231398829,0.323556266,1
2,0,0.256358088,0.124263119,0.162256829,1
1,0.34841629,0.55,0.250651042,0.335347597,1
2,1.473684211,1.38431114,1.582749782,1.767826007,1
2,0.536377709,0,0.262295423,0.378849893,1
2,1.03930131,0.881427072,1.994128328,10.00727667,1
1,0.299270073,0,0.089681572,0.11588741,1
1,0.193103448,0,0.05265043,0.058409387,1
1,0.162650602,0.261290323,0.031731162,0.078059166,1
1,0,0.661417323,0.486615808,0.369320958,1
2,0.394160584,0,0.170439505,0,1
2,0.333333333,0.674157303,0.551725468,0.477562783,1
1,1.529801325,1.19844358,1.96008435,1.815238847,1
2,0.102065614,0,0.116230035,0.06854889,1
1,2.378698225,0.370165746,2.403939313,1.897001919,1
2,0,0.583919598,0.228631362,0.316243747,1
2,0.056300268,0.174394464,0.062677887,0.04145055,1
2,0.757575758,0.39408867,1.154401154,1.649191399,1
1,0.423971378,0.253205128,0.802317458,0.549765883,1
4,0.157954118,0.17591623,0.020242566,0.010381374,1
1,0.283464567,0,0.044432102,0,1
1,0.969230769,0.752238806,0.624057932,0.420630946,1
1,0.736111111,0.588888889,0.311365898,0.909396557,1
1,0.506024096,0.584493042,0.720765744,0.776352699,1
1,0.871323529,0.372641509,0.236922321,0.980478345,1
1,3.818181818,1.287356322,2.793084523,7.060287081,1
1,0.243654822,0.063015754,0.149524166,0.057428885,1
2,0.39661017,0,0.172457359,0.206700086,1
1,0.083157895,0,0.022473882,0,1
1,0.110526316,0.096774194,0.058786539,0.028741937,1
2,0.10483871,0,0.018208877,0.068424463,1
1,0.852713178,0,1.79820908,0,1
1,1.076086957,0,0.038889298,0.195596225,1
1,0.312655087,0.075675676,0.092247577,0.110463205,1
2,0.231428571,0,0.026075175,0.057353293,1
2,0.487341772,0,0.128148443,0.065906601,1
2,0,0.18018018,0.082855941,0.100802055,1
1,0.193548387,0,0.020688034,0.129575936,1
1,0.39408867,0,0.274273176,0,1
1,1.227272727,0.522580645,1.831164671,2.574071695,1
1,0,0.360257327,0.115290734,0.171396184,1
1,0.180751174,0.235474006,0.397318068,0.309773863,1
1,0.347150259,0,0.069582748,0,1
1,0.157497303,0.063978966,0.151778753,0.494022307,1
1,0,0.518867925,0.238218006,0.267423015,1
1,0.54368932,1.292307692,0.905920417,0.965006656,1
1,0.824175824,0,0.46635118,0,1
1,0.126382307,0,0.036898722,0.071188196,1
1,0,0.489655172,0.098611111,0.156112577,1
2,0.172452408,0.265746333,0.193894967,0.22732305,1
2,0.370192308,0,0.164656804,0.197591446,1
1,1.420863309,2.48427673,1.415543253,4.727164197,1
1,0.399038462,0.522012579,0.967152389,1.567587334,1
1,1.256410256,0,0.683444512,0.808080808,1
1,0,0.570422535,1.020488166,0.888955403,1
2,0,0.219607843,0.151931286,0.344763383,1
1,0,0.14828545,0.135049067,0.210001313,1
1,0.734513274,0,0.509298409,0.899301256,1
2,1.676470588,0.185365854,0.333291737,0.216829277,1
2,0,0.433797909,0.508810066,0.033471895,1
2,0.215258856,0,0.035274606,0.016443824,1
1,0.132183908,0,0.00111328,0.042196028,1
1,0.182897862,0.371980676,0.116110656,0.066176637,1
2,0,0.263736264,0.113015344,0.112679079,1
2,0.268656716,0,0.073764135,0.090197307,1
2,1.009242144,1.402697495,1.100911177,1.065633048,1
1,0.431952663,0,0.05095732,0.305599163,1
1,0,0.32972973,0.081084674,0.160526316,1
1,0.180487805,0,0.056791091,0.014362657,1
2,0.180133432,0,0.328296557,0.192612573,1
1,0.266666667,0,0.053302663,0.05077216,1
1,0.877777778,1.994949495,1.672188478,0.665245868,1
1,0.794044665,0.958083832,0.941664029,0.885311871,1
1,1.215384615,0.632,0.360723614,0.609893848,1
2,0.185185185,0.469208211,0.105932203,0.092614925,1
1,0,0.65060241,0.405418437,1.121211371,1
1,0,0.29739777,0.636984075,0.919480688,1
1,0.554621849,0.4,0.15974391,0.383741588,1
1,0,0.546341463,0.769062426,0.599785791,1
2,0.921985816,1.577085089,3.018948061,1.553747115,1
1,0.226708075,0,0.068238471,0,1
2,0,0.692307692,0.899136442,0.499484536,1
1,0.406417112,0,0.209549824,0.161286044,1
1,0.195121951,0.362811791,0.152087893,0.118583585,1
1,0,1.22962963,0.492991873,0.494495795,1
2,1.338842975,0.640822785,0.589367138,0.530431433,1
2,0.055900621,0,0.031719473,0,1
2,0,0.246305419,0.150228609,0.064523475,1
2,0,1.185882353,0.312465698,0.261195099,1
2,0.324324324,0.188976378,0.447958685,0.38651033,1
1,0.939622642,0.535483871,0.472965973,0.580633284,1
1,0,0.27124183,0.058890606,0.086476349,1
2,0.898203593,0.269299821,0.478742738,0.695465303,1
1,1.627906977,1.110376735,1.131250412,1.004563336,1
2,0.472689076,0.142857143,0.354768117,0.909353349,1
1,0,0.633333333,0.210103764,0.212576401,1
1,0,0.605504587,1.068442623,0.791120977,1
1,0.258342304,0.652528548,0.413702852,1.692475157,1
1,0.234809475,0,0.011373719,0,1
1,0,0.165991903,0.04458904,0.06533344,1
1,1.457068517,0.886075949,0.646361647,1.544368139,1
1,0.873015873,0.454545455,0.451770008,0.389541404,1
2,0.123558484,0,0.041754446,0.027552823,1
1,0,0.566801619,0.072783988,0.391924382,1
1,0.210191083,0,0.151301471,0,1
2,1.765765766,2.261538462,5.814739984,4.331111891,1
2,0.32421875,0,0.058533857,0.095141207,1
1,0.287878788,0,0.399750216,0,1
1,0.119186047,0.458100559,0.130313866,0.222692451,1
1,2,0.213740458,0.474751529,0.545288569,1
1,0.666666667,0,0.357667585,0.84008843,1
1,1.363083164,0.569491525,0.768364604,0.90833472,1
1,0.589552239,0.217032967,0.133795549,0.173435785,1
1,1.578947368,0.8,0.947499575,1.691567629,1
1,0,0.163424125,0.162344555,0.185290111,1
1,1.629464286,0.306722689,3.135307105,2.748583705,1
1,0.427745665,0,0.091764534,0.274074074,1
1,0.953191489,2.8565356,1.504367769,2.021390374,1
2,1.458052073,1.056603774,1.94533707,1.443356293,1
1,1.258503401,4.269230769,1.458158133,2.971163668,1
2,0.040345821,0,0.027108868,0,1
2,0.72972973,0.327935223,0.63910339,0.994569943,1
2,0.836846929,1.069587629,1.985967113,2.133328072,1
2,0.478632479,0.289655172,0.250297974,0.345958205,1
1,2.437037037,0,0.920935029,2.895489549,1
1,0.231830727,0.123348018,0.2655382,0.272029115,1
1,0.244047619,0.229691877,0.119733402,0.190188613,1
1,0,1.477272727,0.208279207,0.221465077,1
2,0.341666667,0.585714286,0.18836711,0.249662912,1
2,0,0.879518072,0.112715926,0.251832687,1
2,0.541133455,0.919889503,0.547749199,0.708882033,1
1,0.527027027,0,0.272019829,0,1
2,0.176842105,0.209476309,0.259392692,0.211262883,1
1,1.162872154,1.396261682,1.273010593,1.199474491,1
1,0.62745098,0,0.100280677,0,1
3,0.065268065,0.441640379,0.339384029,0.370263652,1
1,0.676190476,0,0.214452613,0.255901964,1
2,0.626865672,0.583333333,0.25465058,0.291086603,1
2,0.060128848,0,0.017420689,0.011615139,1
1,0.414985591,1.323529412,2.109640832,1.27239826,1
1,0.703703704,1.155015198,1.049457517,1.227331271,1
1,0,0.785714286,0.31683408,0.333405499,1
1,0.708487085,1.718120805,0.752919197,0.368820968,1
1,0.409756098,0,0.132532314,0.09328928,1
2,0,0.496,0.109882691,0.079095084,1
1,1.766233766,0.759776536,1.473151463,0.556041959,1
2,0.295620438,0,0.140992167,0.234820847,1
1,2.829457364,0,1.128403302,0.212186457,1
2,0.328767123,0,0.063343341,0.068079426,1
2,0,0.777777778,0.005083515,0.219544069,1
1,0.301652893,0,0.065549237,0.129621893,1
2,0.292682927,0,0.247448809,0.286803376,1
2,0.38147139,0,0.03086329,0.043596391,1
1,0.355430183,0,0.394054316,0.194376149,1
